Move Name,Power,Accuracy,type,move_description
fusion-bolt,100,100,13,"Inflicts regular damage.  If a friendly Pok�mon used fusion flare earlier this turn, this move has double power."
flying-press,100,95,2,"Inflicts regular damage.  For the purposes of type effectiveness, this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target's types.

For all other purposes, this move is pure Fighting-type.  If this move's type is changed, its Fighting typing is overwritten, and its secondary type remains Flying.

If the target has used minimize since entering battle, this move has double power and will never miss."
mat-block,,,2,Protects all friendly Pok�mon from damaging moves.  Only works on the first turn after the user is sent out.
belch,120,90,4,"Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.

After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out.  Eating a held berry, eating a berry via bug bite or pluck, or being the target of a Flung berry will enable this move.  Feeding a Pok�mon a berry from the bag or using natural gift will not.

If the trainer chooses this move when it cannot be used, the choice is rejected outright and the trainer must choose another move."
rototiller,,,5,Raises the Attack and Special Attack of all grass Pok�mon in battle.
sticky-web,,,7,"Shoots a web over the opponents' side of the field, which lowers the Speed of any opposing Pok�mon that enters the field by one stage.

Pok�mon in the air, such as flying-types and those with levitate, are unaffected.  rapid spin removes Sticky Web from the user's side of the field; defog removes it from both sides."
fell-stinger,50,100,7,Inflicts regular damage.  Raises the user's Attack by two stages if it KOs the target.
phantom-force,90,100,8,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk."
trick-or-treat,,100,8,Adds ghost to the target's types.
noble-roar,,100,1,Lowers the target's Attack and Special Attack by one stage.
ion-deluge,,,13,Changes all Pok�mon's normal moves to electric moves for the rest of the turn.
parabolic-charge,65,100,13,Heals the user for half the total damage dealt to all targets.
forests-curse,,100,12,Adds grass to the target's types.
petal-blizzard,90,100,12,Inflicts regular damage.
freeze-dry,70,100,15,"Inflicts regular damage.  This move is super-effective against the water type.

The target's other type will affect damage as usual.  If this move's type is changed, it remains super-effective against Water regardless of its type."
disarming-voice,40,,18,Inflicts regular damage.  Ignores accuracy and evasion.
parting-shot,,100,17,Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.
topsy-turvy,,,17,Inverts the target's stat modifiers.
draining-kiss,50,100,18,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.
crafty-shield,,,18,"Protects all friendly Pok�mon from non-damaging moves for the rest of the turn.

Unlike other blocking moves, this move may be used consecutively without its chance of success falling."
flower-shield,,,18,Raises the Defense of all grass Pok�mon in battle.
grassy-terrain,,,12,"For five turns, heals all Pok�mon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5� their power.

Changes nature power to energy ball."
misty-terrain,,,18,"For five turns, protects all Pok�mon on the ground from major status ailments and confusion and weakens dragon moves used against them to 0.5� their power.

Changes nature power to moonblast."
electrify,,,13,Changes the target's move's type to electric if it hasn't moved yet this turn.
play-rough,90,90,18,Inflicts regular damage.  Has a 10% chance to lower the target's Attack by one stage.
fairy-wind,40,100,18,Inflicts regular damage.
moonblast,95,100,18,Inflicts regular damage.  Has a 30% chance to lower the target's Special Attack by one stage.
boomburst,140,100,1,Inflicts regular damage.
fairy-lock,,,18,Prevents all Pok�mon from fleeing or switching out during the next turn.
kings-shield,,,9,Blocks damaging attacks and lowers attacking Pok�mon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.
play-nice,,,1,Lowers the target's Attack by one stage.
confide,,,1,Lowers the target's Special Attack by one stage.
diamond-storm,100,95,6,Inflicts regular damage.  Has a 50% chance to raise the user's Defense by two stages for each target hit.
steam-eruption,110,95,11,Inflicts regular damage.  Has a 30% chance to burn the target.
hyperspace-hole,80,,14,Inflicts regular damage.  Bypasses and removes any protection effect on the target.
water-shuriken,15,100,11,Inflicts regular damage.  Hits 2�5 times.
mystical-fire,75,100,10,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.
spiky-shield,,,12,Blocks damaging attacks and damages attacking Pok�mon for 1/8 their max HP.
aromatic-mist,,,18,Raises a selected ally's Special Defense by one stage.
eerie-impulse,,100,13,Lowers the target's Special Attack by two stages.
venom-drench,,100,4,"Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned."
powder,,100,7,"Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move."
geomancy,,,18,"Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages."
magnetic-flux,,,13,Raises the Defense and Special Defense of all friendly Pok�mon with plus or minus by one stage.
happy-hour,,,1,"Doubles prize money.

Stacks with a held item.  Only works once per battle."
electric-terrain,,,13,"For five turns, prevents all Pok�mon on the ground from sleeping and strengthens their electric moves to 1.5� their power.

Changes nature power to thunderbolt."
dazzling-gleam,80,100,18,Inflicts regular damage.
celebrate,,,1,Does nothing.
hold-hands,,,1,Does nothing.
baby-doll-eyes,,100,18,Lowers the target's Attack by one stage.
nuzzle,20,100,13,Inflicts regular damage.  Has a 100% chance to paralyze the target.
hold-back,40,100,1,Inflicts regular damage.  Will not reduce the target's HP below 1.
infestation,20,100,7,"Inflicts regular damage.  For the next 2�5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect."
power-up-punch,40,100,2,Inflicts regular damage.  Raises the user's Attack by one stage.
oblivion-wing,80,100,3,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.
thousand-arrows,90,100,5,Inflicts regular damage.  Grounds the target until it leaves battle.  Ignores levitation effects and the immunity of flying-type Pok�mon.
thousand-waves,90,100,5,Inflicts regular damage.  Traps the target.
lands-wrath,90,100,5,Inflicts regular damage.
light-of-ruin,140,90,18,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.
origin-pulse,110,85,11,Inflicts regular damage.
precipice-blades,120,85,5,Inflicts regular damage.
dragon-ascent,120,100,3,"Inflicts regular damage, then lowers the user's Defense and Special Defense by one stage each."
hyperspace-fury,100,,17,Inflicts regular damage.  Bypasses and removes any protection effect on the target.
breakneck-blitz--physical,,,1,Inflicts regular damage.
breakneck-blitz--special,,,1,Inflicts regular damage.
all-out-pummeling--physical,,,2,Inflicts regular damage.
all-out-pummeling--special,,,2,Inflicts regular damage.
supersonic-skystrike--physical,,,3,Inflicts regular damage.
supersonic-skystrike--special,,,3,Inflicts regular damage.
acid-downpour--physical,,,4,Inflicts regular damage.
acid-downpour--special,,,4,Inflicts regular damage.
tectonic-rage--physical,,,5,Inflicts regular damage.
tectonic-rage--special,,,5,Inflicts regular damage.
continental-crush--physical,,,6,Inflicts regular damage.
continental-crush--special,,,6,Inflicts regular damage.
savage-spin-out--physical,,,7,Inflicts regular damage.
savage-spin-out--special,,,7,Inflicts regular damage.
never-ending-nightmare--physical,,,8,Inflicts regular damage.
never-ending-nightmare--special,,,8,Inflicts regular damage.
corkscrew-crash--physical,,,9,Inflicts regular damage.
corkscrew-crash--special,,,9,Inflicts regular damage.
inferno-overdrive--physical,,,10,Inflicts regular damage.
inferno-overdrive--special,,,10,Inflicts regular damage.
hydro-vortex--physical,,,11,Inflicts regular damage.
hydro-vortex--special,,,11,Inflicts regular damage.
bloom-doom--physical,,,12,Inflicts regular damage.
bloom-doom--special,,,12,Inflicts regular damage.
gigavolt-havoc--physical,,,13,Inflicts regular damage.
gigavolt-havoc--special,,,13,Inflicts regular damage.
shattered-psyche--physical,,,14,Inflicts regular damage.
shattered-psyche--special,,,14,Inflicts regular damage.
subzero-slammer--physical,,,15,Inflicts regular damage.
